name,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,lutein_zeaxanthin_mcar,lutein_zeaxanthin_mar,lutein_zeaxanthin
"GIRL SCOUTS, Tagalongs Cookies",35.0,19.0,0,371.0,0.0,63.0,0.0,4.5,0.0,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,17.0,0.0,37.0,217.0,0.0,0.2,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,3.5,30.9,0.0,0.0,0.0,0.0,0.0,0.0,35.3,19.2,8.4,6.3,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0
"SWANSON, Chicken and Dumplings",4.1,1.8,14,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,0.8,0.81,0.0,0.0,0.0,0.0,0.0,0.0,4.05,1.822,0.0,0.0,14.0,0.0,0.98,0.0,0.0,80.8,0.0,0.0,0.0
"McDONALD'S, Creamy Ranch Sauce",52.0,7.9,21,708.0,0.0,0.0,0.0,0.033,0.189,0.079,0.031,0.0,0.0,0.0,0.0,0.0,0.23,0.04,0.0,0.0,3.42,3.42,0.0,29.0,0.037,0.25,3.0,0.022,30.0,78.0,0.0,0.13,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,3.45,0.1,0.0,0.1,0.91,0.0,2.33,52.03,7.894,11.094,28.178,21.0,0.0,2.01,0.0,0.0,41.36,,,0.0
"Game meat , raw, ground, bison",16.0,6.8,70,66.0,0.0,11.0,0.0,4.91,0.64,0.227,0.13,0.0,0.0,0.0,0.0,0.0,1.79,0.353,0.0,0.0,0.24,0.24,0.0,11.0,0.131,2.6,19.0,0.009,181.0,307.0,18.7,4.29,18.67,1.243,1.271,1.824,0.223,3.04,1.211,0.684,0.233,0.901,1.601,1.732,0.505,0.793,0.956,0.776,0.847,0.141,0.635,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.93,6.802,6.222,0.749,70.0,0.0,0.88,0.0,0.0,64.25,,,0.0
"Mollusks, raw, Pacific, oyster",2.3,0.5,50,106.0,0.0,10.0,0.0,2.01,0.5,0.233,0.067,270.0,81.0,0.0,0.0,0.0,16.0,0.05,8.0,0.0,0.0,0.0,0.0,8.0,1.576,5.11,22.0,0.643,162.0,168.0,77.0,16.62,9.45,0.572,0.689,0.912,0.124,1.285,0.591,0.181,0.0,0.411,0.665,0.706,0.213,0.339,0.386,0.423,0.407,0.106,0.302,0.413,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.51,0.358,0.894,50.0,0.0,1.23,0.0,0.0,82.06,,0.0,0.0
"Yogurt, lowfat, vanilla, Greek",2.5,1.5,5,40.0,33.4,9.0,0.0,0.201,0.386,0.24,0.038,371.0,110.0,0.0,3.0,0.0,0.64,0.05,0.0,35.0,0.02,0.02,0.2,100.0,0.018,0.04,10.0,0.008,119.0,123.0,9.7,0.46,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54,0.0,9.54,1.92,0.6,0.32,2.63,0.0,4.07,2.5,1.465,0.846,0.203,5.0,0.0,0.55,0.0,0.0,78.76,0.0,0.0,0.0
"Emu, broiled, cooked, top loin",3.1,0.8,88,58.0,0.0,9.0,0.0,9.124,3.149,0.557,0.325,0.0,0.0,0.0,0.0,0.0,8.71,0.852,0.0,0.0,0.23,0.23,0.0,9.0,0.28,5.07,30.0,0.031,274.0,374.0,43.5,3.42,29.07,1.13,1.308,2.529,0.21,2.838,0.915,0.636,0.19,0.945,1.605,1.711,0.551,0.829,1.178,0.691,0.833,0.192,0.62,0.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.794,1.249,0.433,88.0,0.0,1.27,0.0,0.0,67.37,,,0.0
"Cheese, low sodium, mozzarella",17.0,11.0,54,16.0,18.4,9.0,0.0,0.12,0.0,0.34,0.02,517.0,137.0,0.0,44.0,0.0,0.92,0.08,0.0,13.0,0.15,0.15,1.8,731.0,0.027,0.25,26.0,0.0,524.0,95.0,15.7,3.13,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,17.1,10.867,4.844,0.509,54.0,0.0,2.4,0.0,0.0,49.9,0.0,0.0,0.0
"Sauce, medium, white, homemade",11.0,2.9,7,354.0,14.2,8.0,3.0,0.402,0.326,0.185,0.069,377.0,104.0,0.0,21.0,0.0,0.28,0.04,0.8,48.0,0.29,0.29,0.9,118.0,0.016,0.33,14.0,0.043,98.0,156.0,4.1,0.41,3.84,0.105,0.111,0.233,0.028,0.642,0.065,0.083,0.0,0.186,0.3,0.243,0.077,0.148,0.297,0.166,0.138,0.043,0.148,0.205,9.17,0.2,4.38,0.0,0.0,0.0,0.0,0.0,0.0,10.63,2.854,4.42,2.862,7.0,0.0,1.47,0.0,0.0,74.89,1.0,1.0,1.0
"Crackers, egg and onion, matzo",3.9,0.9,45,285.0,0.0,158.0,148.0,4.891,0.577,0.437,0.558,24.0,7.0,0.0,0.0,0.0,0.22,0.111,0.2,0.0,0.0,0.0,0.0,36.0,0.08,4.37,30.0,0.82,89.0,83.0,36.5,0.73,10.0,0.348,0.434,0.493,0.213,3.087,0.358,0.223,0.0,0.37,0.702,0.282,0.19,0.501,1.055,0.526,0.297,0.123,0.315,0.425,77.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.936,0.987,1.001,45.0,0.0,1.8,0.0,0.0,7.2,,,0.0
"Mushrooms, grilled, portabella",0.6,0.1,0,11.0,32.8,19.0,0.0,6.255,1.262,0.403,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,14.0,0.0,0.0,0.0,3.0,0.389,0.4,13.0,0.067,135.0,437.0,21.9,0.65,3.28,0.185,0.12,0.26,0.02,0.47,0.11,0.065,0.0,0.09,0.15,0.11,0.035,0.1,0.115,0.12,0.125,0.045,0.07,0.41,4.44,2.2,2.26,0.0,0.0,2.26,0.0,0.0,0.0,0.58,0.064,0.009,0.232,0.0,0.0,1.05,0.0,0.0,90.66,0.0,0.0,0.0
"Game meat, raw, water, buffalo",1.4,0.5,46,53.0,0.0,8.0,0.0,5.97,0.16,0.2,0.04,0.0,0.0,0.0,0.0,0.0,1.66,0.53,0.0,0.0,0.0,0.0,0.0,12.0,0.151,1.61,32.0,0.0,197.0,297.0,9.0,1.93,20.39,0.0,1.278,2.034,0.326,2.956,0.795,0.675,0.0,1.023,1.755,1.61,0.511,0.817,0.78,0.875,0.976,0.249,0.818,1.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.46,0.42,0.27,46.0,0.0,1.05,0.0,0.0,76.3,0.0,0.0,0.0
"Nuts, raw, japanese, chestnuts",0.5,0.1,0,14.0,0.0,47.0,0.0,1.5,0.206,0.163,0.344,37.0,2.0,0.0,0.0,0.0,0.0,0.283,26.3,0.0,0.0,0.0,0.0,31.0,0.562,1.45,49.0,1.591,72.0,329.0,0.0,1.1,2.25,0.203,0.148,0.474,0.065,0.429,0.114,0.056,0.0,0.111,0.139,0.147,0.054,0.088,0.141,0.11,0.09,0.032,0.064,0.134,34.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.078,0.278,0.138,0.0,0.0,0.91,0.0,0.0,61.41,0.0,0.0,0.0
"Soup, mix, dry, chicken noodle",6.5,2.0,74,3643.0,61.7,71.0,62.0,4.88,0.895,0.381,0.575,44.0,8.0,4.0,9.0,1.0,0.75,0.236,0.0,0.0,0.33,0.33,0.1,55.0,0.286,2.44,38.0,0.468,195.0,306.0,32.4,1.65,15.42,0.75,0.88,1.112,0.165,3.884,0.666,0.4,0.0,0.687,1.157,0.805,0.264,0.726,1.312,0.74,0.61,0.146,0.473,0.764,62.32,3.2,1.9,0.0,0.0,0.0,0.0,0.78,1.11,6.51,1.969,2.268,1.398,74.0,0.0,10.8,0.0,0.0,4.94,43.0,43.0,43.0
"Cheese, whole milk, mozzarella",22.0,13.0,79,627.0,15.4,7.0,0.0,0.104,0.141,0.283,0.03,676.0,179.0,0.0,57.0,0.0,2.28,0.037,0.0,16.0,0.19,0.19,2.3,505.0,0.011,0.44,20.0,0.03,354.0,76.0,17.0,2.92,22.17,0.707,0.515,1.633,0.115,4.458,0.515,0.515,0.0,1.135,1.826,0.965,0.515,1.011,2.351,0.735,0.983,0.515,1.043,1.322,2.19,0.0,1.03,0.15,0.15,0.56,0.07,0.08,0.03,22.35,13.152,6.573,0.765,79.0,0.0,3.28,0.0,0.0,50.01,,,0.0
"Fast foods, with egg, biscuit",16.0,3.5,180,655.0,0.0,42.0,24.0,1.583,0.654,0.358,0.223,456.0,132.0,0.0,0.0,0.0,0.46,0.082,0.1,0.0,0.0,0.0,0.0,60.0,0.045,2.13,14.0,0.192,285.0,175.0,20.1,0.73,8.53,0.396,0.442,0.685,0.182,1.685,0.282,0.199,0.0,0.416,0.69,0.487,0.226,0.44,0.572,0.554,0.352,0.105,0.323,0.468,23.46,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23,3.477,6.671,4.706,180.0,0.0,1.77,0.0,0.0,50.06,0.0,0.0,0.0
"Fast foods, with ham, biscuit",16.0,10.0,22,974.0,40.8,34.0,27.0,3.08,0.36,0.28,0.45,118.0,27.0,0.0,20.0,0.0,0.03,0.12,0.1,13.0,1.23,1.23,5.7,142.0,0.032,2.41,20.0,0.32,490.0,174.0,17.1,1.46,11.85,0.604,0.68,0.957,0.196,2.558,0.549,0.382,0.0,0.513,0.937,0.818,0.289,0.547,0.794,0.533,0.481,0.147,0.4,0.533,38.75,0.7,1.97,0.0,0.0,0.0,0.0,0.0,0.0,16.3,10.096,4.277,0.918,22.0,0.0,4.7,0.0,0.0,28.4,,5.0,5.0
"Candies, 5TH AVENUE Candy Bar",24.0,6.7,6,225.0,14.9,36.0,0.0,3.9,0.54,0.09,0.14,51.0,14.0,0.0,1.0,0.0,0.18,0.11,0.4,0.0,2.7,2.7,2.7,73.0,0.21,1.2,62.0,0.05,141.0,347.0,0.6,1.12,8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.68,3.1,47.19,0.0,0.0,0.0,0.0,0.0,0.0,23.98,6.65,10.6,3.39,6.0,0.0,1.91,5.0,79.0,2.3,,0.0,0.0
"Snacks, pieces, fruit leather",2.7,0.7,0,403.0,12.9,4.0,0.0,0.1,0.319,0.1,0.043,58.0,6.0,1.0,34.0,0.0,0.0,0.3,56.0,0.0,0.56,0.56,18.2,18.0,0.171,0.75,14.0,0.184,24.0,164.0,2.7,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.82,0.0,57.58,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.65,1.48,0.55,0.0,0.0,1.2,0.0,0.0,12.3,51.0,51.0,51.0
"Babyfood, peas and brown rice",0.5,0.1,0,6.0,14.7,16.0,0.0,1.4,0.0,0.08,0.1,390.0,19.0,11.0,228.0,0.0,0.0,0.06,3.0,0.0,0.07,0.07,12.6,14.0,0.08,1.5,25.0,0.0,52.0,93.0,1.2,0.46,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.49,2.5,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.18,0.18,0.0,0.0,0.51,0.0,0.0,84.1,1261.0,1261.0,1261.0
HOUSE FOODS Premium Soft Tofu,2.7,0.5,0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,78.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.8,0.53,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.48,0.63,1.61,0.0,0.0,0.64,0.0,0.0,88.08,0.0,0.0,0.0
"Mung beans, raw, mature seeds",1.2,0.3,0,15.0,97.9,625.0,0.0,2.251,1.91,0.233,0.621,114.0,6.0,0.0,68.0,0.0,0.0,0.382,4.8,0.0,0.51,0.51,9.0,132.0,0.941,6.74,189.0,1.035,367.0,1246.0,8.2,2.68,23.86,1.05,1.672,2.756,0.21,4.264,0.954,0.695,0.0,1.008,1.847,1.664,0.286,1.443,1.095,1.176,0.782,0.26,0.714,1.237,62.62,16.3,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.348,0.161,0.384,0.0,0.0,3.32,0.0,0.0,9.05,,,0.0
"KEEBLER, Sweet Cremes Cookies",19.0,6.5,0,267.0,0.0,83.0,0.0,2.9,0.0,0.22,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,10.0,0.0,43.0,94.0,0.0,0.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.3,32.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,6.5,6.4,1.4,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0
"Sausage, beef, pork, Berliner",17.0,6.1,46,1297.0,0.0,5.0,0.0,3.11,0.69,0.213,0.38,0.0,0.0,0.0,0.0,0.0,2.67,0.2,0.0,13.0,0.0,0.0,1.6,12.0,0.08,1.15,15.0,0.041,130.0,283.0,14.1,2.47,15.27,0.774,0.765,1.136,0.105,1.994,0.857,0.395,0.0,0.485,0.81,0.903,0.364,0.405,0.673,0.51,0.465,0.107,0.386,0.464,2.59,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,17.2,6.08,8.0,1.58,46.0,0.0,3.97,0.0,0.0,60.97,,0.0,0.0
"Babyfood, strained, ham, meat",3.8,1.3,24,44.0,45.2,2.0,0.0,2.633,0.51,0.154,0.139,5.0,2.0,0.0,0.0,0.0,0.1,0.252,2.1,18.0,0.13,0.13,0.0,6.0,0.065,1.03,13.0,0.0,81.0,204.0,14.2,2.25,11.3,0.838,0.94,1.326,0.171,2.089,0.796,0.472,0.0,0.661,1.111,1.18,0.355,0.53,0.645,0.503,0.603,0.138,0.466,0.716,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1.267,1.803,0.51,24.0,0.0,0.7,0.0,0.0,80.5,0.0,0.0,0.0
"CHICK-FIL-A, chicken sandwich",11.0,2.1,35,753.0,0.0,47.0,0.0,7.72,1.2,0.3,0.23,0.0,0.0,0.0,0.0,0.0,0.13,0.383,0.0,0.0,0.0,0.0,0.0,58.0,0.067,1.77,24.0,0.219,185.0,245.0,19.9,0.61,16.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89,1.4,3.64,0.97,0.0,0.79,0.0,0.73,1.15,11.19,2.123,4.481,3.177,35.0,0.0,2.7,0.0,0.0,48.94,0.0,0.0,0.0
"Pheasant, raw, meat only, leg",4.3,1.5,80,45.0,0.0,10.0,0.0,3.7,0.96,0.21,0.07,195.0,59.0,0.0,0.0,0.0,0.84,0.74,6.0,0.0,0.0,0.0,0.0,29.0,0.108,1.78,20.0,0.02,280.0,296.0,15.3,1.53,22.2,1.339,1.35,2.153,0.291,3.282,0.984,0.884,0.0,1.247,1.879,2.032,0.646,0.867,0.81,0.955,1.112,0.309,0.728,1.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.46,1.38,0.73,80.0,0.0,1.44,0.0,0.0,73.4,0.0,0.0,0.0
"Nuts, raw, chinese, chestnuts",1.1,0.2,0,3.0,0.0,68.0,0.0,0.8,0.555,0.18,0.16,202.0,10.0,0.0,0.0,0.0,0.0,0.41,36.0,0.0,0.0,0.0,0.0,18.0,0.363,1.41,84.0,1.601,96.0,447.0,0.0,0.87,4.2,0.2,0.43,0.852,0.11,0.537,0.184,0.121,0.0,0.157,0.259,0.228,0.101,0.19,0.162,0.184,0.167,0.049,0.125,0.22,49.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.164,0.581,0.288,0.0,0.0,1.67,0.0,0.0,43.95,,0.0,0.0
"Bread, wheat, reduced-calorie",2.9,0.8,0,332.0,18.7,91.0,63.0,3.78,0.0,0.14,0.35,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.1,0.0,0.24,0.24,0.2,163.0,0.171,2.91,43.0,1.21,149.0,150.0,30.4,1.35,13.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.47,11.1,3.71,1.62,0.0,0.95,0.0,1.14,0.0,2.92,0.84,0.523,1.196,0.0,0.0,1.68,0.0,0.0,39.6,41.0,41.0,41.0
"Bread, white, reduced-calorie",2.5,0.5,0,479.0,14.6,95.0,61.0,3.641,0.462,0.289,0.41,3.0,0.0,0.0,1.0,0.0,0.28,0.042,0.5,0.0,0.19,0.19,0.6,94.0,0.33,3.19,23.0,0.391,121.0,76.0,21.7,1.34,8.7,0.293,0.339,0.504,0.151,2.44,0.276,0.198,0.0,0.381,0.657,0.358,0.16,0.419,0.881,0.43,0.289,0.104,0.296,0.418,44.3,9.7,4.76,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.549,1.077,0.559,0.0,0.0,1.7,0.0,0.0,42.9,32.0,32.0,32.0
"Oil, salad or cooking, sesame",100.0,14.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.2,39.7,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cornmeal, yellow, whole-grain",3.6,0.5,0,35.0,21.6,25.0,0.0,3.632,0.425,0.201,0.385,214.0,11.0,63.0,97.0,0.0,0.0,0.304,0.0,0.0,0.42,0.42,0.3,6.0,0.193,3.45,127.0,0.498,241.0,287.0,15.5,1.82,8.12,0.608,0.405,0.565,0.146,1.525,0.333,0.248,0.0,0.291,0.996,0.228,0.17,0.399,0.709,0.386,0.305,0.057,0.33,0.411,76.89,7.3,0.64,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.505,0.948,1.638,0.0,0.0,1.13,0.0,0.0,10.26,1355.0,1355.0,1355.0
"Chicken patty, cooked, frozen",20.0,3.7,43,532.0,33.8,7.0,0.0,4.764,1.09,0.072,0.083,0.0,0.0,0.0,0.0,0.0,0.29,0.183,0.0,11.0,1.28,1.28,4.2,19.0,0.09,0.95,24.0,0.26,208.0,261.0,23.3,1.05,14.85,0.728,0.842,1.187,0.167,2.223,0.647,0.421,0.1,0.606,1.006,0.972,0.302,0.516,0.683,0.535,0.556,0.183,0.321,0.649,12.84,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58,3.662,8.337,4.805,43.0,0.0,1.92,0.0,0.0,50.82,,0.0,0.0
"Potato soup, dry mix, instant",3.1,0.6,12,2400.0,56.3,61.0,4.0,4.27,0.0,0.22,0.11,60.0,3.0,7.0,32.0,0.0,0.0,0.16,16.0,0.0,0.54,0.54,13.9,172.0,0.25,2.38,62.0,0.0,279.0,1248.0,12.3,0.91,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14,7.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.613,1.185,1.025,12.0,0.0,5.76,0.0,0.0,5.8,59.0,59.0,59.0
"SUNSHINE, Snack Mix, CHEEZ-IT",15.0,3.2,0,1107.0,0.0,48.0,0.0,1.65,0.0,0.13,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,3.84,15.0,0.0,62.0,78.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,3.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,15.2,3.2,3.8,7.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fish, raw, Greenland, halibut",14.0,2.4,46,80.0,61.8,1.0,0.0,1.5,0.25,0.08,0.06,47.0,14.0,0.0,0.0,0.0,1.0,0.42,0.0,1097.0,0.73,0.73,0.1,3.0,0.03,0.66,26.0,0.012,164.0,268.0,36.5,0.4,14.37,0.869,0.86,1.471,0.154,2.145,0.69,0.423,0.0,0.662,1.168,1.32,0.425,0.561,0.508,0.586,0.63,0.161,0.485,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.84,2.419,8.378,1.367,46.0,0.0,1.0,0.0,0.0,70.27,0.0,0.0,0.0
"Turkey sausage, cooked, fresh",10.0,2.3,92,665.0,0.0,6.0,0.0,5.72,1.08,0.255,0.084,75.0,13.0,11.0,11.0,11.0,1.23,0.322,0.7,0.0,0.18,0.18,1.5,22.0,0.145,1.49,21.0,0.024,202.0,298.0,0.0,3.88,23.89,1.346,1.444,2.009,0.23,3.558,1.299,0.577,0.226,0.993,1.676,1.884,0.533,0.866,0.992,0.922,0.892,0.185,0.744,1.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.44,2.266,2.99,2.706,92.0,0.0,2.0,0.0,0.0,65.06,11.0,11.0,11.0
"Pasta, dry, corn, gluten-free",2.1,0.3,0,3.0,0.0,25.0,0.0,2.43,0.484,0.087,0.231,170.0,9.0,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.0,0.0,0.0,4.0,0.202,0.93,119.0,0.483,253.0,294.0,7.9,1.79,7.46,0.558,0.372,0.519,0.134,1.4,0.306,0.228,0.0,0.267,0.915,0.21,0.156,0.366,0.651,0.354,0.28,0.053,0.303,0.378,79.26,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.29,0.543,0.924,0.0,0.0,1.2,0.0,0.0,10.0,,0.0,0.0
"WENDY'S, Frosty Dairy Dessert",2.6,1.6,16,98.0,27.7,0.0,0.0,0.348,0.601,0.72,0.06,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.4,128.0,0.075,1.04,20.0,0.063,112.0,185.0,3.3,0.44,3.49,0.11,0.11,0.28,0.04,0.64,0.07,0.08,0.0,0.15,0.29,0.25,0.07,0.14,0.27,0.17,0.15,0.04,0.12,0.18,23.62,3.3,0.0,0.15,0.0,0.55,5.44,0.91,8.63,2.6,1.635,0.692,0.117,16.0,0.0,1.04,0.0,0.0,69.25,,,0.0
"McDONALD'S, Strawberry Sundae",4.0,2.0,13,47.0,0.0,11.0,0.0,0.131,0.613,0.195,0.039,271.0,81.0,0.0,0.0,0.0,0.49,0.05,1.5,0.0,0.0,0.0,0.0,110.0,0.015,0.1,11.0,0.071,91.0,173.0,0.0,0.39,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.09,0.0,25.32,1.61,0.0,2.17,4.72,0.29,16.53,3.95,2.008,0.976,0.19,13.0,0.0,0.75,0.0,0.0,64.02,0.0,0.0,0.0
"Peppers, sun-dried, hot chile",5.8,0.8,0,91.0,84.3,51.0,0.0,8.669,0.956,1.205,0.081,26488.0,1324.0,994.0,14844.0,1103.0,0.0,0.81,31.4,0.0,3.14,3.14,108.2,45.0,0.228,6.04,88.0,0.821,159.0,1870.0,3.5,1.02,10.58,0.433,0.508,1.512,0.203,1.397,0.391,0.215,0.0,0.342,0.554,0.471,0.127,0.327,0.46,0.425,0.389,0.135,0.22,0.447,69.86,28.7,41.06,0.0,0.0,0.0,0.0,0.0,0.0,5.81,0.813,0.468,3.079,0.0,0.0,6.6,0.0,0.0,7.15,5494.0,5494.0,5494.0
"T.G.I. FRIDAY'S, french fries",15.0,2.6,1,409.0,0.0,0.0,0.0,2.797,0.53,0.064,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.282,1.1,0.0,1.09,1.09,43.1,19.0,0.115,0.98,31.0,0.259,121.0,604.0,0.4,0.57,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.82,2.6,3.356,7.473,1.0,0.0,2.31,0.0,0.0,42.23,0.0,0.0,0.0
"APPLEBEE'S, mozzarella sticks",18.0,6.7,33,838.0,0.0,0.0,0.0,0.66,0.41,0.26,0.073,432.0,113.0,0.0,37.0,4.0,0.99,0.067,0.0,0.0,0.71,0.71,22.2,319.0,0.059,0.43,20.0,0.239,307.0,106.0,17.6,2.0,14.87,0.525,0.656,1.14,0.161,3.865,0.373,0.505,0.0,0.858,1.625,1.201,0.454,0.878,2.029,0.606,0.424,0.202,0.656,1.14,22.87,2.1,2.8,0.0,0.27,0.79,1.04,0.59,0.11,18.37,6.73,4.217,4.58,33.0,0.0,3.23,0.0,0.0,40.65,,44.0,44.0
