name,serving_size,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
"Candies, made with butter, semisweet chocolate",100,30.0,18.0,18,11.0,0.0,3.0,0.0,0.427,0.105,0.09,0.055,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,32.0,0.7,3.13,115.0,0.8,132.0,365.0,3.2,1.62,4.2,0.196,0.24,0.422,0.052,0.637,0.19,0.073,0.0,0.164,0.257,0.212,0.044,0.204,0.181,0.183,0.168,0.063,0.159,0.254,63.4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,17.53,9.93,0.95,18.0,0.0,1.2,62.0,486.0,0.7
"PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust",100,14.0,5.5,26,671.0,0.0,0.0,0.0,4.25,0.0,0.22,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.09,2.8,0.0,0.0,0.0,0.0,150.0,0.104,2.45,23.0,0.363,191.0,211.0,18.5,1.4,11.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.39,2.3,2.72,0.87,0.09,0.53,0.23,1.0,0.0,13.5,5.459,4.732,2.318,26.0,0.0,2.62,0.0,0.0,42.57
"DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust",100,19.0,7.1,35,725.0,0.0,0.0,0.0,1.62,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.07,1.1,0.0,0.0,0.0,0.0,234.0,0.11,1.07,25.0,0.248,270.0,231.0,19.8,1.48,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,2.6,3.42,0.83,0.08,0.77,0.6,0.57,0.57,18.52,7.079,5.602,4.522,35.0,0.0,3.03,0.0,0.0,40.38
"Potatoes, unprepared, refrigerated, hash brown",100,0.1,,0,42.0,14.5,0.0,0.0,1.777,0.555,0.022,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,4.9,0.0,0.07,0.07,0.4,6.0,0.062,0.48,19.0,0.14,70.0,425.0,2.9,0.38,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.16,1.8,0.91,0.36,0.0,0.54,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,77.82
"Lotus root, with salt, drained, boiled, cooked",100,0.1,,0,281.0,25.4,8.0,0.0,0.3,0.302,0.01,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,27.4,0.0,0.0,0.0,0.0,26.0,0.217,0.9,22.0,0.22,78.0,363.0,0.6,0.33,1.58,0.033,0.053,0.223,0.014,0.084,0.095,0.023,0.0,0.033,0.042,0.057,0.014,0.028,0.082,0.037,0.031,0.012,0.017,0.034,16.02,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.021,0.014,0.014,0.0,0.0,0.91,0.0,0.0,81.42
"Beans, canned, mature seeds, cranberry (roman)",100,0.3,0.1,0,332.0,0.0,77.0,0.0,0.504,0.144,0.039,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.8,0.0,0.0,0.0,0.0,34.0,0.142,1.55,32.0,0.2,86.0,260.0,3.1,0.84,5.54,0.232,0.343,0.671,0.06,0.845,0.216,0.154,0.0,0.245,0.443,0.381,0.083,0.3,0.235,0.302,0.233,0.066,0.156,0.29,15.12,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.072,0.024,0.12,0.0,0.0,1.5,0.0,0.0,77.56
"Beans, canned, mature seeds, all types, kidney",100,0.6,0.1,0,296.0,34.9,36.0,0.0,0.411,0.138,0.051,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,1.2,0.0,0.02,0.02,4.1,34.0,0.135,1.17,27.0,0.168,90.0,237.0,0.9,0.46,5.22,0.238,0.287,0.656,0.049,0.842,0.212,0.144,0.0,0.248,0.445,0.367,0.068,0.309,0.3,0.329,0.193,0.063,0.124,0.302,14.5,4.3,1.85,0.0,0.0,0.0,0.0,0.0,1.85,0.6,0.141,0.382,0.263,0.0,0.0,1.64,0.0,0.0,78.04
"KEEBLER, Original, Fudge Stripes, FUDGE SHOPPE",100,24.0,15.0,1,348.0,0.0,71.0,0.0,2.1,0.0,0.19,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,74.0,234.0,0.0,0.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6,1.9,33.8,0.0,0.0,0.0,0.0,0.0,0.0,23.5,14.8,2.7,5.1,1.0,0.0,0.0,0.0,0.0,2.0
"Fish, dry heat, cooked, mixed species, whiting",100,1.7,0.4,84,132.0,83.3,15.0,0.0,1.67,0.25,0.06,0.068,128.0,38.0,0.0,0.0,0.0,0.0,2.6,0.18,0.0,73.0,0.38,0.38,0.1,62.0,0.04,0.42,27.0,0.13,285.0,434.0,41.1,0.53,23.48,1.42,1.405,2.404,0.252,3.505,1.127,0.691,0.0,1.082,1.908,2.156,0.695,0.917,0.83,0.958,1.029,0.263,0.793,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.4,0.445,0.587,84.0,0.0,1.46,0.0,0.0,74.71
"Egg, glucose reduced, stabilized, dried, white",100,0.3,0.1,0,1299.0,10.7,0.0,0.0,0.773,0.67,3.71,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2,0.032,0.0,0.0,0.0,0.0,0.0,101.0,0.128,0.18,82.0,0.0,104.0,884.0,192.0,0.13,84.08,5.126,4.888,9.139,2.212,11.656,3.047,2.05,0.0,4.411,7.358,5.901,2.991,5.129,3.238,6.159,3.629,1.427,3.414,5.725,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.118,0.125,0.045,0.0,0.0,5.61,0.0,0.0,5.48
"Waffles, ready-to-heat, frozen, chocolate chip",100,10.0,3.6,21,529.0,15.9,75.0,59.0,5.7,0.218,0.49,0.43,1429.0,429.0,0.0,0.0,0.0,22.0,1.7,0.57,0.0,2.0,0.0,0.0,9.3,357.0,0.221,6.4,16.0,0.393,272.0,74.0,13.1,0.4,5.8,0.18,0.22,0.285,0.094,1.336,0.178,0.103,0.0,0.179,0.331,0.158,0.085,0.24,0.45,0.248,0.15,0.061,0.156,0.224,45.68,1.5,13.1,0.0,0.0,0.0,0.0,0.0,0.0,10.1,3.567,2.564,3.272,21.0,0.0,2.8,10.0,89.0,35.62
"Beans, sweetened, canned, mature seeds, adzuki",100,0.0,,0,218.0,0.0,107.0,0.0,0.631,0.378,0.056,0.101,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,22.0,0.265,1.13,31.0,0.504,74.0,119.0,3.2,1.56,3.8,0.222,0.246,0.451,0.035,0.593,0.145,0.1,0.0,0.151,0.319,0.286,0.04,0.201,0.167,0.187,0.129,0.036,0.113,0.196,55.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.011,0.003,0.006,0.0,0.0,0.58,0.0,0.0,40.58
"Turnips, without salt, drained, boiled, cooked",100,0.1,,0,16.0,8.7,9.0,0.0,0.299,0.142,0.023,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,11.6,0.0,0.02,0.02,0.1,33.0,0.002,0.18,9.0,0.071,26.0,177.0,0.2,0.12,0.71,0.027,0.019,0.05,0.004,0.102,0.019,0.011,0.0,0.029,0.026,0.028,0.009,0.014,0.021,0.023,0.02,0.007,0.011,0.023,5.06,2.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.008,0.005,0.042,0.0,0.0,0.55,0.0,0.0,93.6
"Cabbage, without salt, drained, boiled, cooked",100,0.1,,0,8.0,20.3,30.0,0.0,0.248,0.174,0.038,0.061,80.0,4.0,0.0,48.0,0.0,27.0,0.0,0.112,37.5,0.0,0.14,0.14,108.7,48.0,0.017,0.17,15.0,0.205,33.0,196.0,0.6,0.2,1.27,0.042,0.074,0.121,0.011,0.292,0.03,0.022,0.0,0.03,0.041,0.043,0.012,0.032,0.048,0.052,0.035,0.011,0.019,0.042,5.51,1.9,2.79,1.16,0.0,1.62,0.0,0.0,0.0,0.06,0.0,0.019,0.023,0.0,0.0,0.59,0.0,0.0,92.57
"Carrots, drained solids, no salt added, canned",100,0.2,,0,42.0,0.0,9.0,0.0,0.552,0.135,0.03,0.018,11170.0,558.0,2743.0,5331.0,0.0,0.0,0.0,0.112,2.7,0.0,0.74,0.74,9.8,25.0,0.104,0.64,8.0,0.45,24.0,179.0,0.4,0.26,0.64,0.036,0.026,0.084,0.005,0.124,0.018,0.01,0.0,0.025,0.027,0.025,0.004,0.02,0.018,0.021,0.023,0.007,0.012,0.027,5.54,1.5,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.036,0.009,0.092,0.0,0.0,0.68,0.0,0.0,92.95
"Turkey, raw, meat and skin, wing, retail parts",100,14.0,3.5,84,67.0,46.1,6.0,0.0,5.61,0.623,0.121,0.033,100.0,30.0,0.0,0.0,0.0,0.0,0.91,0.538,0.0,19.0,0.1,0.1,0.0,8.0,0.049,0.68,17.0,0.007,139.0,192.0,18.0,2.14,19.53,1.209,1.24,1.707,0.179,2.784,1.246,0.543,0.276,0.634,1.472,1.807,0.5,0.662,1.123,0.788,0.766,0.211,0.603,0.695,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,13.79,3.549,4.641,3.712,84.0,0.0,0.81,0.0,0.0,66.78
"CAMPBELL'S Soup on the Go, Vegetable Beef Soup",100,0.3,0.2,2,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.3,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.164,0.0,0.0,2.0,0.0,1.41,0.0,0.0,94.0
"CAMPBELL'S Soup on the Go, Creamy Chicken Soup",100,3.0,0.5,2,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.7,0.33,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.492,0.0,0.0,2.0,0.0,1.4,0.0,0.0,91.0
"MOTHER'S, Double Fudge Creme Sandwich Cookies",100,20.0,7.7,0,245.0,0.0,72.0,0.0,2.5,0.0,0.19,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,45.0,0.0,84.0,405.0,0.0,0.4,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,3.3,33.1,0.0,0.0,0.0,0.0,0.0,0.0,20.4,7.7,4.9,2.77,0.0,0.0,0.0,0.0,0.0,2.0
"Alcoholic beverage, 53 proof, coffee, liqueur",100,0.3,0.1,0,8.0,0.8,0.0,0.0,0.144,0.0,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.06,3.0,0.014,6.0,30.0,0.4,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,0.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.106,0.022,0.105,0.0,21.7,0.1,26.0,0.0,31.0
"Willow, chopped (Alaska Native), young leaves",100,1.6,,0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,18700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,130.0,0.0,2.6,0.0,0.0,126.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,68.7
"Frozen novelties, CREAMSICLE Pops, Sugar Free",100,2.3,2.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,7.5,0.43,0.0,0.0,0.0,0.0,0.0,0.0,2.33,2.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,82.38
"Cereals ready-to-eat, GRAPE-NUTS Flakes, POST",100,3.7,0.5,0,470.0,29.0,690.0,671.0,17.2,0.0,1.5,1.3,2586.0,775.0,0.0,3.0,0.0,136.0,5.2,1.7,0.0,138.0,0.81,0.81,2.6,36.0,0.3,27.9,101.0,0.0,280.0,336.0,47.8,7.8,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,10.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.5,1.5,1.5,0.0,0.0,1.6,0.0,0.0,3.3
"Cereals ready-to-eat, GRAPE-NUTS Cereal, POST",100,1.8,0.3,0,465.0,31.9,345.0,326.0,8.62,0.872,0.12,0.65,4.0,0.0,0.0,2.0,0.0,166.0,0.0,0.86,0.1,0.0,0.62,0.62,2.0,32.0,0.34,28.0,124.0,3.236,467.0,400.0,9.1,2.07,11.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,13.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.34,0.21,0.78,0.0,0.0,2.98,0.0,0.0,3.5
"Corn, yellow (Northern Plains Indians), dried",100,11.0,2.0,0,4.0,0.0,111.0,0.0,8.25,1.59,0.181,0.261,261.0,13.0,18.0,117.0,61.0,0.0,0.0,1.11,0.0,0.0,0.44,0.44,0.0,25.0,0.293,2.61,149.0,0.9,344.0,775.0,56.5,3.06,14.48,1.156,0.581,1.013,0.2,2.358,0.539,0.313,0.0,0.485,1.468,0.498,0.293,0.642,1.047,0.732,0.431,0.094,0.465,0.655,66.27,20.5,21.32,0.55,0.0,0.69,0.0,0.0,20.08,10.64,1.974,3.75,4.543,0.0,0.0,2.24,0.0,0.0,6.36
"WORTHINGTON Prosage Links, unprepared, frozen",100,4.7,0.9,2,819.0,0.0,0.0,0.0,4.4,0.0,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.7,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.2,0.0,0.0,138.0,114.0,0.0,1.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.9,1.8,2.0,2.0,0.0,2.6,0.0,0.0,67.5
"Cereals ready-to-eat, CHEERIOS, GENERAL MILLS",100,6.7,1.5,0,497.0,26.2,714.0,695.0,20.967,1.073,0.1,1.327,3299.0,990.0,0.0,0.0,0.0,149.0,6.77,2.39,21.6,136.0,0.65,0.65,1.8,401.0,0.385,33.17,114.0,3.547,481.0,641.0,24.9,16.73,12.09,0.586,0.816,0.983,0.209,2.709,0.617,0.261,0.0,0.429,0.91,0.366,0.178,0.628,0.648,0.596,0.418,0.167,0.366,0.586,73.23,9.4,4.36,0.09,0.0,0.0,0.0,0.0,4.27,6.73,1.5,2.376,2.432,0.0,0.0,2.81,0.0,0.0,5.13
"Broadbeans (fava beans), canned, mature seeds",100,0.2,,0,453.0,0.0,33.0,0.0,0.96,0.119,0.05,0.02,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.045,1.8,0.0,0.0,0.0,0.0,26.0,0.109,1.0,32.0,0.288,79.0,242.0,1.8,0.62,5.47,0.224,0.505,0.611,0.07,0.929,0.229,0.139,0.0,0.221,0.411,0.35,0.045,0.231,0.23,0.25,0.194,0.052,0.173,0.243,12.41,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.037,0.044,0.09,0.0,0.0,1.58,0.0,0.0,80.32
"Formulated bar, NUTZ OVER CHOCOLATE, LUNA BAR",100,12.0,5.5,0,386.0,41.5,1057.0,1023.0,37.1,15.9,3.0,0.12,1251.0,374.0,0.0,2.0,0.0,28.0,6.4,2.4,68.0,125.0,8.4,8.4,40.8,886.0,1.41,14.2,329.0,2.59,785.0,412.0,62.5,9.72,20.75,0.99,1.7,2.53,0.25,4.18,0.99,0.5,0.0,0.95,1.65,1.02,0.26,1.11,1.63,1.19,0.79,0.33,0.67,0.93,52.49,4.3,16.9,0.37,0.0,1.05,0.0,6.22,9.26,12.19,5.523,2.933,2.714,0.0,0.0,5.19,7.0,67.0,9.38
"Salad dressing, regular, sesame seed dressing",100,45.0,6.2,0,1000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,56.0,19.0,0.0,0.6,0.0,0.0,37.0,157.0,1.6,0.1,3.1,0.0,0.399,0.0,0.0,0.461,0.0,0.031,0.0,0.047,0.082,0.142,0.029,0.086,0.0,0.0,0.049,0.047,0.102,0.068,8.6,1.0,8.32,0.0,0.0,0.0,0.0,0.0,0.0,45.2,6.2,11.9,25.1,0.0,0.0,3.9,0.0,0.0,39.2
"Cocoa, plain, hi-fat or breakfast, dry powder",100,24.0,13.0,0,20.0,11.9,38.0,0.0,1.8,0.0,0.37,0.08,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.19,0.0,0.0,0.09,0.09,2.3,122.0,3.61,14.5,519.0,0.0,758.0,1574.0,12.3,6.7,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.39,29.8,1.55,0.0,0.0,0.0,0.0,0.0,0.0,23.71,12.64,7.38,0.769,0.0,0.0,5.1,197.0,1763.0,3.0
"Peanuts, with salt, boiled, cooked, all types",100,22.0,3.1,0,751.0,32.7,75.0,0.0,5.259,0.825,0.063,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,4.1,4.1,0.0,55.0,0.499,1.01,102.0,1.023,198.0,180.0,4.4,1.83,13.5,0.537,1.615,1.647,0.173,2.822,0.814,0.341,0.0,0.475,0.875,0.485,0.166,0.7,0.596,0.665,0.462,0.131,0.549,0.566,21.26,8.8,2.47,0.0,0.0,0.0,0.0,0.0,0.0,22.01,3.055,10.921,6.956,0.0,0.0,1.45,0.0,0.0,41.78
"Fish, dry heat, cooked, fresh, skipjack, tuna",100,1.3,0.4,60,47.0,0.0,10.0,0.0,18.756,0.485,0.122,0.038,60.0,18.0,0.0,0.0,0.0,0.0,2.19,0.981,1.0,0.0,0.0,0.0,0.0,37.0,0.11,1.6,44.0,0.019,285.0,522.0,46.8,1.05,28.21,1.706,1.688,2.888,0.302,4.21,1.354,0.83,0.0,1.3,2.293,2.59,0.835,1.101,0.997,1.151,1.237,0.316,0.952,1.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.42,0.243,0.403,60.0,0.0,1.67,0.0,0.0,62.28
"Turkey, raw, meat and skin, wing, all classes",100,12.0,3.3,70,55.0,0.0,7.0,0.0,4.425,0.554,0.11,0.05,11.0,3.0,0.0,0.0,0.0,0.0,0.39,0.41,0.0,0.0,0.0,0.0,0.0,14.0,0.077,1.26,21.0,0.017,165.0,240.0,22.4,1.54,20.22,1.325,1.438,1.934,0.234,3.15,1.425,0.585,0.0,0.975,1.531,1.773,0.551,0.78,1.039,0.885,0.866,0.217,0.734,1.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,3.28,4.97,2.86,70.0,0.0,0.81,0.0,0.0,66.49
"Babyfood, junior, bananas with tapioca, fruit",100,0.2,0.1,0,0.0,3.1,6.0,0.0,0.218,0.173,0.02,0.015,44.0,2.0,17.0,18.0,0.0,6.0,0.0,0.139,25.7,0.0,0.6,0.6,0.2,8.0,0.046,0.3,12.0,0.0,9.0,108.0,0.6,0.07,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,1.6,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.076,0.018,0.037,0.0,0.0,0.2,0.0,0.0,81.5
"Babyfood, mix vegetables strained, vegetables",100,0.5,0.1,0,0.0,9.8,4.0,0.0,0.327,0.25,0.025,0.022,3166.0,158.0,699.0,1550.0,0.0,381.0,0.0,0.055,1.7,0.0,0.24,0.24,7.0,13.0,0.04,0.32,10.0,0.0,22.0,127.0,0.7,0.15,1.0,0.052,0.079,0.139,0.024,0.31,0.046,0.026,0.0,0.047,0.077,0.04,0.018,0.047,0.092,0.046,0.038,0.013,0.044,0.058,8.25,1.5,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.089,0.118,0.194,0.0,0.0,0.45,0.0,0.0,89.8
"Babyfood, junior, vegetables and lamb, dinner",100,1.7,0.7,5,13.0,0.0,4.0,0.0,0.554,0.159,0.032,0.021,1483.0,138.0,0.0,0.0,0.0,0.0,0.16,0.044,1.7,0.0,0.24,0.24,0.0,13.0,0.029,0.34,7.0,0.0,49.0,95.0,2.4,0.22,2.1,0.12,0.141,0.209,0.018,0.418,0.105,0.048,0.0,0.095,0.155,0.154,0.031,0.083,0.115,0.077,0.077,0.024,0.066,0.102,7.1,1.1,0.94,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.696,0.69,0.154,5.0,0.0,0.5,0.0,0.0,88.6
"Fish, liver (Alaska Native), broad, whitefish",100,4.4,,0,0.0,0.0,0.0,0.0,2.7,0.0,0.54,0.18,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,8.6,0.0,0.0,297.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,76.1
"Alcoholic beverage, 72 proof, creme de menthe",100,0.3,,0,5.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.04,0.0,0.0,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.014,0.015,0.167,0.0,29.8,0.01,0.0,0.0,28.3
"Pear nectar, with added ascorbic acid, canned",100,0.0,,0,4.0,0.0,1.0,0.0,0.128,0.022,0.013,0.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,27.0,0.0,0.0,0.0,0.0,5.0,0.067,0.26,3.0,0.03,3.0,13.0,0.5,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.76,0.6,15.16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.003,0.003,0.0,0.0,0.1,0.0,0.0,84.01
"Babyfood, toddler, fruit medley, juice treats",100,0.0,,0,89.0,9.1,1.0,0.0,0.057,0.052,0.01,0.015,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.014,8.0,0.0,0.01,0.01,0.0,12.0,0.037,0.24,7.0,0.062,9.0,54.0,1.9,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.68,0.0,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,12.89
"Potatoes, without salt, flesh and skin, baked",100,0.1,,0,10.0,14.8,28.0,0.0,1.41,0.376,0.048,0.064,10.0,1.0,0.0,6.0,0.0,30.0,0.0,0.311,9.6,0.0,0.04,0.04,2.0,15.0,0.118,1.08,28.0,0.219,70.0,535.0,0.4,0.36,2.5,0.076,0.123,0.583,0.029,0.427,0.069,0.042,0.0,0.08,0.119,0.13,0.038,0.099,0.076,0.091,0.081,0.025,0.058,0.125,21.15,2.2,1.18,0.34,0.0,0.44,0.0,0.0,0.4,0.13,0.034,0.003,0.057,0.0,0.0,1.33,0.0,0.0,74.89
CAMPBELL'S Homestyle New England Clam Chowder,100,4.2,0.8,4,363.0,0.0,0.0,0.0,0.422,0.0,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.025,0.56,13.0,0.076,31.0,337.0,4.3,0.27,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.816,0.0,0.0,4.0,0.0,1.23,0.0,0.0,86.53
