name,serving_size,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast",100,9.3,3.3,98,60.0,99.2,8.0,0.0,4.873,0.821,0.278,0.079,22.0,6.0,0.0,0.0,0.0,0.0,3.34,0.506,0.0,6.0,0.13,0.13,1.6,13.0,0.138,3.7,24.0,0.015,230.0,353.0,38.1,9.22,30.93,1.764,2.037,2.774,0.325,4.892,1.411,1.002,0.211,1.315,2.488,2.705,0.879,1.177,1.271,1.188,1.361,0.348,1.067,1.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,3.264,4.203,0.502,98.0,0.0,1.4,0.0,0.0,59.49
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",100,18.0,7.1,71,65.0,56.0,3.0,0.0,4.092,1.127,0.556,0.104,15.0,4.0,0.0,0.0,0.0,0.0,5.25,0.385,0.0,5.0,0.15,0.15,1.5,6.0,0.17,3.42,19.0,0.17,142.0,242.0,22.6,4.72,17.98,1.115,1.225,1.752,0.183,2.94,0.885,0.674,0.123,0.838,1.55,1.723,0.487,0.721,0.807,0.74,0.848,0.201,0.67,0.899,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59,7.138,7.73,0.869,71.0,0.0,0.91,0.0,0.0,63.17
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100,5.4,1.9,67,55.0,0.0,3.0,0.0,5.048,0.0,0.182,0.075,6.0,2.0,0.0,0.0,0.0,0.0,2.69,0.543,0.0,3.0,0.0,0.0,1.5,5.0,0.079,2.0,25.0,0.0,220.0,375.0,27.9,5.3,21.38,1.395,1.568,2.258,0.235,3.812,1.007,0.868,0.108,1.09,2.011,2.247,0.621,0.931,0.981,0.949,1.099,0.262,0.873,1.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,1.875,2.354,0.189,67.0,0.0,0.98,0.0,0.0,72.93
"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",100,28.0,12.0,83,63.0,0.0,7.0,0.0,4.07,0.3,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.34,0.0,0.0,0.0,0.0,0.0,13.0,0.088,2.23,22.0,0.014,178.0,332.0,21.7,5.73,24.13,1.455,1.525,2.204,0.27,3.625,1.316,0.826,0.0,1.085,1.907,2.007,0.618,0.942,1.065,0.923,1.054,0.27,0.811,1.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.86,11.51,12.12,0.96,83.0,0.0,1.05,0.0,0.0,47.36
"Beef, roasted, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",100,35.0,15.0,84,65.0,0.0,7.0,0.0,3.04,0.36,0.17,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.3,0.0,0.0,0.0,0.0,0.0,13.0,0.076,1.95,20.0,0.013,178.0,323.0,22.3,4.82,22.15,1.336,1.4,2.024,0.248,3.328,1.209,0.759,0.0,0.996,1.751,1.843,0.567,0.865,0.978,0.847,0.968,0.248,0.744,1.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.12,14.51,15.28,1.22,84.0,0.0,0.91,0.0,0.0,41.82
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",100,12.0,5.2,64,45.0,57.6,3.0,0.0,5.879,0.37,0.197,0.056,14.0,4.0,0.0,0.0,0.0,0.0,1.78,0.523,0.0,4.0,0.19,0.19,1.5,15.0,0.041,1.71,11.0,0.002,191.0,258.0,20.0,3.24,21.54,1.355,1.507,2.154,0.226,3.597,1.066,0.843,0.147,1.022,1.908,2.13,0.595,0.879,0.994,0.913,1.034,0.241,0.826,1.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65,5.202,5.826,0.636,64.0,0.0,0.97,0.0,0.0,66.35
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",100,14.0,3.9,105,75.0,101.2,7.0,0.0,3.523,0.835,0.263,0.1,6.0,2.0,0.0,0.0,0.0,0.0,3.92,0.308,0.0,6.0,0.09,0.09,1.6,14.0,0.114,3.2,23.0,0.016,201.0,276.0,33.9,11.99,28.82,1.666,1.938,2.654,0.307,4.694,1.284,0.951,0.146,1.262,2.386,2.593,0.841,1.124,1.186,1.132,1.305,0.331,1.022,1.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,3.89,8.89,0.78,105.0,0.0,0.91,0.0,0.0,57.05
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",100,9.0,3.5,64,64.0,50.5,3.0,0.0,5.08,0.54,0.269,0.1,7.0,2.0,0.0,0.0,0.0,0.0,1.94,0.488,0.0,4.0,0.15,0.15,1.5,9.0,0.073,1.96,21.0,0.073,152.0,275.0,21.1,4.89,21.22,1.385,1.556,2.24,0.233,3.782,0.999,0.861,0.107,1.082,1.996,2.23,0.616,0.924,0.974,0.941,1.09,0.26,0.866,1.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,3.544,4.13,0.436,64.0,0.0,0.97,0.0,0.0,69.24
"Oil, principal use as a tortilla shortening, soy (partially hydrogenated)  and cottonseed, industrial",100,100.0,26.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,12.1,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.883,59.133,10.305,0.0,0.0,0.0,0.0,0.0,0.0
"Spanish rice mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine), dry mix",100,2.4,0.4,0,349.0,0.0,68.0,0.0,2.447,0.213,0.135,0.287,208.0,10.0,0.0,116.0,19.0,102.0,0.0,0.096,0.0,0.0,0.67,0.67,2.9,18.0,0.061,1.02,13.0,0.221,45.0,185.0,9.6,0.3,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.74,1.5,1.79,0.64,0.0,0.61,0.0,0.29,0.26,2.38,0.387,0.834,0.867,0.0,0.0,1.35,0.0,0.0,70.26
"Lamb, cooked, separable lean and fat, composite of trimmed retail cuts, frozen, imported, New Zealand",100,22.0,11.0,109,46.0,0.0,1.0,0.0,7.77,0.58,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.12,0.0,0.0,0.14,0.14,0.0,17.0,0.1,2.1,19.0,0.023,217.0,162.0,2.0,3.49,24.42,1.469,1.451,2.15,0.292,3.544,1.193,0.774,0.0,1.178,1.9,2.157,0.627,0.994,1.024,0.908,1.045,0.285,0.821,1.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.26,11.05,8.59,1.04,109.0,0.0,1.37,0.0,0.0,51.15
"Beef, raw, separable lean only, boneless, top loin steak/roast, loin, grass-fed, imported, Australian",100,4.9,2.1,41,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,21.79,1.26,1.466,2.006,0.232,3.549,0.971,0.719,0.11,0.954,1.804,1.961,0.636,0.85,0.897,0.856,0.987,0.25,0.773,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,2.09,2.067,0.225,41.0,0.0,1.01,0.0,0.0,72.95
"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, domestic",100,11.0,4.6,90,65.0,0.0,23.0,0.0,6.52,0.7,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.16,0.0,0.0,0.0,0.0,0.0,9.0,0.118,1.99,25.0,0.026,200.0,329.0,29.7,4.72,26.73,1.607,1.588,2.353,0.319,3.879,1.305,0.847,0.0,1.29,2.079,2.36,0.686,1.088,1.121,0.994,1.144,0.312,0.898,1.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,4.6,4.86,0.8,90.0,0.0,1.06,0.0,0.0,61.43
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet",100,13.0,4.0,65,89.0,0.0,3.0,0.0,3.75,0.0,0.234,0.088,14.0,4.0,0.0,0.0,0.0,0.0,2.85,0.417,0.0,5.0,0.0,0.0,1.5,6.0,0.144,2.66,24.0,0.0,212.0,360.0,26.4,7.87,20.8,1.286,1.404,2.009,0.209,3.384,1.026,0.765,0.142,0.966,1.777,1.967,0.56,0.83,0.927,0.85,0.975,0.233,0.769,1.039,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,4.043,5.414,0.425,65.0,0.0,0.9,0.0,0.0,65.1
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet",100,9.3,2.8,76,85.0,0.0,3.0,0.0,3.901,0.0,0.287,0.156,13.0,4.0,0.0,0.0,0.0,0.0,2.79,0.399,0.0,5.0,0.0,0.0,1.5,7.0,0.132,2.98,26.0,0.0,225.0,369.0,23.7,8.5,21.6,1.359,1.511,2.16,0.227,3.607,1.069,0.845,0.148,1.025,1.914,2.136,0.597,0.882,0.997,0.915,1.037,0.242,0.828,1.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,2.803,3.882,0.259,76.0,0.0,1.0,0.0,0.0,68.4
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, outside skirt steak, plate",100,14.0,6.0,91,94.0,92.1,8.0,0.0,4.331,0.0,0.195,0.119,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.495,0.0,0.0,0.11,0.11,0.0,10.0,0.089,2.66,25.0,0.0,221.0,393.0,18.7,5.72,24.18,1.462,1.629,2.41,0.26,3.876,1.15,0.779,0.112,1.249,2.138,2.269,0.686,1.048,1.022,0.97,1.118,0.261,0.886,1.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.37,5.97,7.38,0.6,91.0,0.0,0.95,0.0,0.0,59.17
"Pork, roasted, heated, separable lean and fat, boneless, spiral slice, ham with natural juices, cured",100,5.1,1.0,64,977.0,83.7,1.0,0.0,6.619,1.032,0.226,0.463,43.0,13.0,0.0,0.0,0.0,0.0,0.5,0.422,0.0,33.0,0.19,0.19,0.0,4.0,0.193,0.83,22.0,0.022,308.0,345.0,41.1,1.8,22.18,1.307,1.419,1.934,0.249,3.172,1.164,0.966,0.144,1.0,1.775,1.871,0.53,0.887,0.954,0.868,0.991,0.208,0.718,1.122,1.06,0.0,1.06,0.0,0.0,0.58,0.0,0.0,0.48,5.1,0.95,1.925,0.625,64.0,0.0,3.73,0.0,0.0,68.53
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast",100,17.0,7.5,74,50.0,43.1,3.0,0.0,4.759,0.48,0.233,0.086,16.0,5.0,0.0,0.0,0.0,0.0,1.61,0.388,0.0,5.0,0.1,0.1,1.5,7.0,0.074,1.64,20.0,0.072,137.0,256.0,23.2,4.88,19.55,1.231,1.368,1.955,0.205,3.265,0.968,0.765,0.134,0.928,1.732,1.934,0.54,0.798,0.902,0.829,0.939,0.219,0.75,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,7.515,8.092,0.825,74.0,0.0,0.91,0.0,0.0,63.08
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",100,12.0,4.6,65,64.0,44.4,3.0,0.0,5.241,0.594,0.289,0.055,13.0,4.0,0.0,0.0,0.0,0.0,2.31,0.421,0.0,4.0,0.15,0.15,1.5,6.0,0.085,1.71,20.0,0.085,145.0,262.0,22.2,5.99,20.38,1.264,1.388,1.986,0.208,3.333,1.003,0.764,0.139,0.949,1.757,1.953,0.552,0.818,0.914,0.839,0.961,0.228,0.76,1.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.71,4.626,5.431,0.548,65.0,0.0,0.92,0.0,0.0,67.25
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",100,29.0,13.0,87,63.0,0.0,6.0,0.0,5.006,0.0,0.309,0.093,30.0,9.0,0.0,0.0,0.0,0.0,2.12,0.487,0.0,8.0,0.0,0.0,1.6,23.0,0.075,2.4,22.0,0.0,163.0,255.0,24.6,5.3,24.23,1.502,1.65,2.36,0.247,3.961,1.192,0.908,0.166,1.128,2.088,2.321,0.655,0.972,1.087,0.997,1.142,0.271,0.903,1.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.21,12.99,14.191,1.203,87.0,0.0,0.62,0.0,0.0,46.49
"Beverages, prepared with water, frozen concentrate, with juice and pulp, breakfast type, Orange drink",100,0.0,,0,10.0,0.0,0.0,0.0,0.253,0.189,1.042,0.105,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.071,55.1,0.0,0.02,0.02,0.0,118.0,0.1,0.08,11.0,0.014,33.0,167.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32,0.0,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.48,0.0,0.0,88.08
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, shank half, leg, domestic",100,12.0,5.1,90,65.0,0.0,22.0,0.0,6.55,0.7,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.16,0.0,0.0,0.16,0.16,0.0,10.0,0.117,1.98,25.0,0.025,198.0,326.0,29.4,4.66,26.41,1.588,1.569,2.324,0.315,3.832,1.29,0.837,0.0,1.274,2.054,2.332,0.678,1.075,1.108,0.982,1.13,0.309,0.888,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,5.09,5.29,0.88,90.0,0.0,1.05,0.0,0.0,60.66
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, whole (shank and sirloin), leg, domestic",100,4.5,1.6,64,62.0,0.0,23.0,0.0,6.23,0.72,0.25,0.14,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.17,0.0,0.0,0.22,0.22,0.0,6.0,0.126,1.82,27.0,0.024,193.0,289.0,23.5,3.84,20.56,1.236,1.221,1.809,0.245,2.983,1.004,0.651,0.0,0.992,1.599,1.815,0.528,0.837,0.862,0.764,0.88,0.24,0.691,1.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,1.61,1.81,0.41,64.0,0.0,1.07,0.0,0.0,74.11
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",100,3.5,1.3,60,53.0,64.0,4.0,0.0,6.685,0.354,0.183,0.063,11.0,3.0,0.0,0.0,0.0,0.0,1.83,0.641,0.0,1.0,0.24,0.24,1.5,13.0,0.042,1.45,12.0,0.001,220.0,317.0,22.4,3.39,23.26,1.442,1.584,2.267,0.237,3.804,1.145,0.872,0.159,1.084,2.005,2.228,0.629,0.933,1.044,0.958,1.096,0.26,0.867,1.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,1.285,1.49,0.251,60.0,0.0,1.09,0.0,0.0,73.07
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100,3.4,1.3,60,53.0,64.0,4.0,0.0,6.687,0.354,0.183,0.063,11.0,3.0,0.0,0.0,0.0,0.0,1.83,0.641,0.0,1.0,0.24,0.24,1.5,13.0,0.042,1.45,12.0,0.001,221.0,317.0,22.4,3.4,23.27,1.443,1.585,2.267,0.237,3.805,1.145,0.872,0.159,1.084,2.006,2.229,0.63,0.933,1.044,0.958,1.097,0.26,0.867,1.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,1.276,1.482,0.25,60.0,0.0,1.09,0.0,0.0,73.09
"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib",100,23.0,9.2,83,64.0,0.0,7.0,0.0,4.18,0.3,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.35,0.0,0.0,0.0,0.0,0.0,13.0,0.09,2.28,23.0,0.014,183.0,342.0,21.0,5.93,24.73,1.492,1.563,2.26,0.277,3.716,1.349,0.847,0.0,1.112,1.955,2.058,0.633,0.966,1.092,0.946,1.08,0.277,0.831,1.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.84,9.24,9.78,0.78,83.0,0.0,1.08,0.0,0.0,51.08
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib",100,20.0,8.0,83,64.0,0.0,7.0,0.0,4.22,0.31,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.35,0.0,0.0,0.0,0.0,0.0,13.0,0.09,2.3,23.0,0.014,184.0,344.0,21.1,5.98,24.91,1.502,1.574,2.276,0.279,3.742,1.359,0.853,0.0,1.12,1.969,2.072,0.638,0.972,1.1,0.952,1.088,0.279,0.837,1.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,8.01,8.49,0.68,83.0,0.0,1.09,0.0,0.0,52.79
"Apple juice, diluted with 3 volume water without added ascorbic acid, unsweetened, frozen concentrate",100,0.1,,0,7.0,1.8,0.0,0.0,0.038,0.063,0.015,0.003,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.033,0.6,0.0,0.01,0.01,0.0,6.0,0.014,0.26,5.0,0.063,7.0,126.0,0.1,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,0.1,10.93,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.018,0.002,0.031,0.0,0.0,0.32,0.0,0.0,87.9
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic",100,20.0,8.2,95,82.0,89.3,18.0,0.0,6.38,0.67,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.15,0.0,2.0,0.15,0.15,4.4,24.0,0.122,1.72,24.0,0.024,198.0,336.0,27.4,5.62,23.08,1.388,1.371,2.031,0.275,3.349,1.127,0.731,0.0,1.113,1.795,2.038,0.592,0.94,0.968,0.858,0.988,0.27,0.776,1.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.94,8.18,8.46,1.42,95.0,0.0,1.15,0.0,0.0,55.92
"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic",100,25.0,10.0,116,75.0,0.0,18.0,0.0,6.04,0.61,0.21,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.11,0.0,0.0,0.16,0.16,0.0,27.0,0.121,2.35,24.0,0.027,185.0,243.0,33.1,6.86,28.51,1.715,1.694,2.51,0.34,4.138,1.393,0.903,0.0,1.376,2.218,2.518,0.732,1.161,1.196,1.06,1.22,0.333,0.958,1.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.73,10.29,10.1,2.03,116.0,0.0,1.53,0.0,0.0,45.18
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic",100,21.0,8.6,92,66.0,0.0,21.0,0.0,5.91,0.69,0.23,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.11,0.0,0.0,0.14,0.14,0.0,21.0,0.106,1.92,22.0,0.022,183.0,246.0,25.2,5.58,22.25,1.338,1.322,1.958,0.266,3.228,1.086,0.705,0.0,1.073,1.73,1.964,0.571,0.906,0.933,0.827,0.952,0.26,0.748,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61,8.64,8.42,1.68,92.0,0.0,1.19,0.0,0.0,55.85
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",100,8.2,3.0,78,35.0,102.0,8.0,0.0,4.682,0.528,0.143,0.062,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.352,0.0,6.0,0.38,0.38,1.3,6.0,0.064,2.18,17.0,0.009,166.0,217.0,27.4,4.49,26.79,1.629,1.732,2.44,0.346,4.022,1.631,0.855,0.281,1.219,2.131,2.264,0.698,1.058,1.277,1.055,1.07,0.176,0.854,1.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,3.007,3.405,0.305,78.0,0.0,1.11,0.0,0.0,64.67
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, roast, bottom round, round",100,6.5,2.3,77,36.0,105.7,9.0,0.0,4.987,0.546,0.157,0.063,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.372,0.0,0.0,0.37,0.37,1.5,6.0,0.069,2.33,19.0,0.01,176.0,228.0,31.5,4.79,27.76,1.688,1.795,2.528,0.358,4.167,1.69,0.886,0.292,1.263,2.208,2.346,0.723,1.096,1.323,1.093,1.109,0.182,0.885,1.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,2.26,2.73,0.242,77.0,0.0,1.1,0.0,0.0,65.37
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, steak, bottom round, round",100,7.7,2.7,93,44.0,129.5,11.0,0.0,6.109,0.669,0.192,0.077,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.456,0.0,5.0,0.45,0.45,1.6,7.0,0.084,2.83,23.0,0.012,214.0,278.0,38.3,5.82,34.0,2.067,2.199,3.097,0.439,5.105,2.071,1.085,0.357,1.547,2.705,2.874,0.886,1.343,1.621,1.339,1.358,0.223,1.084,1.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67,2.675,3.231,0.286,93.0,0.0,1.01,0.0,0.0,58.09
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",100,11.0,3.9,68,78.0,0.0,3.0,0.0,3.63,0.0,0.267,0.145,13.0,4.0,0.0,0.0,0.0,0.0,2.6,0.371,0.0,5.0,0.0,0.0,1.5,7.0,0.121,2.74,24.0,0.0,207.0,339.0,28.7,7.82,20.1,1.265,1.406,2.01,0.211,3.357,0.995,0.786,0.137,0.954,1.781,1.988,0.555,0.82,0.927,0.852,0.965,0.225,0.77,1.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,3.93,5.626,0.366,68.0,0.0,0.9,0.0,0.0,68.6
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",100,13.0,5.1,68,80.0,0.0,3.0,0.0,3.552,0.0,0.222,0.083,13.0,4.0,0.0,0.0,0.0,0.0,2.67,0.395,0.0,5.0,0.0,0.0,1.5,6.0,0.13,2.4,22.0,0.0,191.0,325.0,27.7,7.09,19.7,1.218,1.33,1.903,0.198,3.205,0.971,0.725,0.135,0.915,1.683,1.863,0.531,0.786,0.878,0.805,0.924,0.221,0.729,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,5.079,7.083,0.433,68.0,0.0,0.9,0.0,0.0,66.5
"Pork, raw,with added solution, separable lean and fat, blade (steaks), (Boston butt), shoulder, fresh",100,11.0,3.9,62,155.0,71.7,0.0,0.0,3.763,1.418,0.335,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.48,0.0,18.0,0.21,0.21,0.0,15.0,0.116,0.97,18.0,0.01,211.0,391.0,26.6,2.83,17.19,1.009,1.144,1.681,0.198,2.744,0.774,0.742,0.044,0.846,1.464,1.594,0.473,0.722,0.695,0.743,0.772,0.181,0.654,0.898,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.12,3.912,4.686,1.434,62.0,0.0,1.25,0.0,0.0,70.36
"Beef, cooked, all grades, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100,12.0,4.9,89,62.0,71.5,7.0,0.0,5.519,0.457,0.269,0.073,14.0,4.0,0.0,0.0,0.0,0.0,2.73,0.542,0.0,4.0,0.19,0.19,1.5,14.0,0.088,2.82,20.0,0.009,224.0,323.0,29.2,6.34,28.4,1.741,1.924,2.715,0.314,4.591,1.458,1.006,0.207,1.311,2.404,2.63,0.783,1.14,1.279,1.155,1.291,0.294,1.02,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42,4.853,5.573,0.66,89.0,0.0,1.12,0.0,0.0,58.61
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast",100,20.0,8.7,68,50.0,41.1,3.0,0.0,4.629,0.474,0.244,0.107,15.0,5.0,0.0,0.0,0.0,0.0,1.75,0.404,0.0,6.0,0.17,0.17,1.5,8.0,0.063,1.81,19.0,0.063,128.0,224.0,23.3,4.71,18.39,1.137,1.241,1.776,0.185,2.991,0.907,0.677,0.126,0.854,1.571,1.739,0.496,0.734,0.82,0.751,0.862,0.206,0.68,0.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95,8.741,9.322,0.932,68.0,0.0,0.87,0.0,0.0,60.9
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean and fat, loin, fresh, imported, Australian",100,12.0,5.6,82,78.0,0.0,0.0,0.0,7.831,0.813,0.322,0.173,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.493,0.0,0.0,0.0,0.0,0.0,21.0,0.15,2.12,25.0,0.013,214.0,331.0,9.6,3.36,25.49,1.534,1.513,2.244,0.306,3.7,1.244,0.808,0.0,1.232,1.982,2.252,0.653,1.036,1.069,0.946,1.089,0.298,0.857,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,5.572,4.888,0.486,82.0,0.0,1.03,0.0,0.0,62.0
